high_csat,wait_minutes,order_to_issue_minutes,connected_handling_time,log_item_price,channel_name,category,Sub-category,Product_category,Agent Shift,Tenure Bucket,Customer_City
1,14.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,61-90,Unknown
1,6.0,18888.0,427.0,5.564520407322694,Inbound,Cancellation,Not Needed,Books & General merchandise,Morning,>90,Other
1,1.0,12900.0,427.0,7.368339686311381,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,0-30,Other
0,4.0,2987.0,427.0,6.522092798170152,Inbound,Returns,Return request,Books & General merchandise,Evening,On Job Training,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Split,>90,Unknown
0,63.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Morning,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,>90,Unknown
1,31.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,61-90,Unknown
1,3.0,39551.0,427.0,5.69035945432406,Inbound,Cancellation,Not Needed,Books & General merchandise,Morning,0-30,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,>90,Unknown
1,1.0,24236.0,427.0,6.802394763324311,Inbound,Returns,Wrong,Electronics,Morning,0-30,Other
1,2.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,0-30,Unknown
1,24.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,48.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
0,55.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,91.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
1,21.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
0,35.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
0,4.0,8993.0,427.0,6.745236349484363,Inbound,Order Related,Delayed,LifeStyle,Morning,>90,Other
1,53.0,12614.5,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Split,>90,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,0-30,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,On Job Training,Unknown
0,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,On Job Training,Unknown
1,4.0,16058.0,427.0,6.881411303642535,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Evening,31-60,Other
1,2.0,11616.0,427.0,6.4457198193855785,Inbound,Order Related,Delayed,LifeStyle,Morning,31-60,Other
0,21.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Installation/demo,Unknown,Night,>90,Unknown
1,74.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Split,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,31-60,Unknown
1,4.0,23014.0,427.0,7.9561263512135,Inbound,Order Related,Installation/demo,Books & General merchandise,Morning,On Job Training,Other
1,117.0,24681.0,427.0,7.195187320178709,Inbound,Returns,Reverse Pickup Enquiry,Home,Evening,On Job Training,Other
1,4.0,9069.0,427.0,4.143134726391533,Inbound,Returns,Other,Books & General merchandise,Evening,>90,Other
1,22.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Split,>90,Unknown
0,14.0,12614.5,427.0,6.597145701886651,Email,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
1,43.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
0,1.0,3393.0,427.0,7.649692623711514,Inbound,Order Related,Delayed,Electronics,Evening,On Job Training,Other
1,116.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,31-60,Unknown
1,115.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,4.0,32428.0,427.0,6.082218910376446,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,On Job Training,Other
1,38.0,8399.0,427.0,5.66988092298052,Inbound,Returns,Return request,LifeStyle,Evening,>90,Other
0,15.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Night,61-90,Unknown
1,6.0,12614.5,567.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Afternoon,0-30,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,On Job Training,Unknown
1,24.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
1,4.0,14798.0,427.0,5.703782474656201,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,0-30,Other
1,47.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Other,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,General Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,4.0,12614.5,427.0,7.438383530044307,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,>90,Other
1,17.0,6372.0,427.0,6.907755278982137,Inbound,Returns,Return request,Electronics,Morning,On Job Training,Other
0,4.0,7926.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,0-30,Other
0,4.0,15199.0,427.0,5.817111159963204,Outcall,Order Related,Order status enquiry,Books & General merchandise,Evening,0-30,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,On Job Training,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,On Job Training,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Split,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,61-90,Unknown
0,4.0,2788.0,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Home Appliences,Evening,61-90,Other
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Shopzilla Related,Other,Unknown,Evening,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Evening,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,6516.0,427.0,3.713572066704308,Inbound,Order Related,Delayed,Books & General merchandise,Evening,61-90,Other
1,4.0,7759.0,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Mobile,Evening,31-60,Other
1,33.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Afternoon,>90,Unknown
1,1.0,15585.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Morning,>90,Other
0,2.0,31691.0,427.0,6.551080335043404,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,>90,Unknown
1,30.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Split,>90,Unknown
1,75.0,10547.0,427.0,5.19295685089021,Inbound,Returns,Wrong,LifeStyle,Morning,>90,Other
0,16.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Other,Unknown,Evening,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Afternoon,>90,Unknown
1,109.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,On Job Training,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Invoice request,Unknown,Afternoon,>90,Unknown
0,4.0,8987.0,427.0,4.7535901911063645,Inbound,Order Related,Delayed,Books & General merchandise,Morning,0-30,Other
1,1.0,5502.0,427.0,7.003065458786462,Inbound,Returns,Wrong,Electronics,Split,>90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,16.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Delayed,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,61-90,Unknown
1,4.0,10385.0,427.0,6.639875833826536,Inbound,Order Related,Delayed,LifeStyle,Evening,31-60,Other
1,4.0,24496.0,427.0,4.859812404361672,Inbound,Refund Related,Refund Enquiry,Home,Morning,>90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Other,Unknown,Evening,On Job Training,Unknown
0,45.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Delayed,Unknown,Split,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,4.0,48043.0,427.0,7.313220387090301,Inbound,Refund Related,Refund Enquiry,Electronics,Evening,>90,Other
1,4.0,13693.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,31-60,Other
0,4.0,2851.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,0-30,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Evening,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Priority delivery,Unknown,Evening,On Job Training,Unknown
1,2.0,9991.0,427.0,7.24422751560335,Inbound,Returns,Wrong,LifeStyle,Morning,0-30,Other
0,4.0,12614.5,427.0,6.597145701886651,Email,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,>90,Unknown
1,96.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Evening,>90,Unknown
1,6.0,11388.0,427.0,6.684611727667927,Inbound,Order Related,Order status enquiry,Home,Split,>90,Other
1,4.0,5005.0,427.0,5.786897381366708,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Afternoon,>90,Other
1,4.0,4521.0,427.0,4.859812404361672,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Evening,31-60,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,61-90,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,On Job Training,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,On Job Training,Unknown
1,15.0,12614.5,427.0,7.824046010856292,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Morning,On Job Training,Other
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Other,Unknown,Evening,0-30,Unknown
1,1.0,35805.0,427.0,8.299285906897275,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Night,>90,Other
0,4.0,4439.0,427.0,7.170119543449628,Inbound,Order Related,Order status enquiry,Electronics,Night,>90,Other
0,4.0,14323.0,427.0,5.752572638825633,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Split,>90,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
0,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,61-90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Afternoon,61-90,Unknown
1,21.0,10830.0,427.0,7.313220387090301,Inbound,Order Related,Delayed,Electronics,Afternoon,61-90,Other
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,31-60,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Wrong,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
0,7.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,On Job Training,Unknown
0,86.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,0-30,Unknown
1,2.0,9949.0,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Mobile,Morning,>90,Other
1,11.0,5747.0,427.0,5.529429087511423,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Split,>90,Other
0,4.0,2788.0,427.0,7.3777589082278725,Inbound,Cancellation,Not Needed,Electronics,Evening,On Job Training,Other
1,36.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,61-90,Unknown
0,19.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,111.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,61-90,Unknown
0,67.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Feedback,UnProfessional Behaviour,Unknown,Evening,61-90,Unknown
0,4.0,28743.0,427.0,7.600902459542082,Inbound,Returns,Return request,Electronics,Morning,>90,Other
0,4.0,537.0,427.0,5.981414211254481,Outcall,Cancellation,Not Needed,Books & General merchandise,Morning,31-60,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,On Job Training,Unknown
1,93.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,4.0,12543.0,384.0,6.551080335043404,Outcall,Returns,Return request,Electronics,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Missing,Unknown,Afternoon,>90,Unknown
1,49.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,45.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Evening,61-90,Unknown
1,4.0,6716.0,427.0,7.313220387090301,Inbound,Cancellation,Not Needed,Electronics,Morning,0-30,Other
0,7.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,22.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Evening,61-90,Unknown
1,4.0,7833.0,427.0,6.802394763324311,Inbound,Cancellation,Not Needed,Books & General merchandise,Morning,On Job Training,Other
0,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,50.0,6851.0,427.0,6.597145701886651,Inbound,Returns,Return request,Electronics,Morning,On Job Training,Other
1,4.0,9395.0,427.0,6.20050917404269,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,0-30,Other
0,71.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Evening,31-60,Unknown
1,79.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Afternoon,>90,Unknown
1,134.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,31-60,Unknown
1,38.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.907755278982137,Email,Order Related,Installation/demo,Electronics,Morning,On Job Training,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Evening,>90,Unknown
1,10.0,17631.0,427.0,7.599901959208498,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Afternoon,>90,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,61-90,Unknown
0,65.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Other,Unknown,Evening,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,>90,Unknown
0,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Evening,61-90,Unknown
0,4.0,5708.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Electronics,Split,>90,Other
1,5.0,10881.0,427.0,8.699514748210191,Inbound,Order Related,Delayed,Other,Afternoon,>90,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,On Job Training,Unknown
1,4.0,5748.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Electronics,Morning,0-30,Other
1,1.0,14335.0,427.0,7.549609165154532,Inbound,Returns,Return request,Electronics,Morning,61-90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
