"id";"age";"job";"marital";"education";"default_status";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"outcome";"target"
"44937";"27";"technician";"single";"secondary";"no";"927.00";"no";"no";"cellular";"6";"oct";"261";"1";"-1";"0";"unknown";"no"
"44938";"26";"unemployed";"single";"tertiary";"no";"3466.00";"no";"no";"cellular";"6";"oct";"275";"2";"-1";"0";"unknown";"yes"
"44939";"47";"housemaid";"single";"tertiary";"no";"3232.00";"no";"no";"telephone";"6";"oct";"541";"1";"204";"3";"failure";"no"
"44940";"79";"retired";"divorced";"primary";"no";"336.00";"no";"no";"cellular";"6";"oct";"386";"1";"184";"1";"other";"no"
"44941";"22";"admin.";"single";"secondary";"no";"372.00";"no";"no";"cellular";"6";"oct";"218";"1";"-1";"0";"unknown";"yes"
"44942";"34";"management";"single";"tertiary";"no";"549.00";"no";"no";"cellular";"6";"oct";"1246";"2";"-1";"0";"unknown";"yes"
"44943";"26";"management";"single";"tertiary";"no";"1592.00";"no";"no";"cellular";"6";"oct";"604";"2";"485";"5";"other";"no"
"44944";"40";"housemaid";"married";"tertiary";"no";"0.00";"no";"no";NULL;"6";"oct";"6";"1";"-1";"0";"unknown";"no"
"44945";"24";"technician";"single";"tertiary";"no";"368.00";"no";"no";"cellular";"7";"oct";"197";"2";"-1";"0";"unknown";"no"
"44946";"60";"retired";"married";"secondary";"no";"7038.00";"no";"no";"telephone";"7";"oct";"138";"4";"-1";"0";"unknown";"no"
"44947";"28";"management";"single";"tertiary";"no";"616.00";"yes";"no";"cellular";"7";"oct";"116";"1";"503";"2";"success";"no"
"44948";"55";"admin.";"divorced";"secondary";"no";"0.00";"yes";"yes";"cellular";"7";"oct";"122";"1";"245";"4";"failure";"no"
"44949";"26";"student";"single";"secondary";"no";"706.00";"no";"no";NULL;"8";"oct";"118";"1";"105";"2";"other";"no"
"44950";"36";"admin.";"single";"tertiary";"no";"5007.00";"yes";"no";"cellular";"8";"oct";"135";"3";"331";"4";"failure";"no"
"44951";"32";"student";"single";"secondary";"no";"1102.00";"no";"no";"telephone";"8";"oct";"194";"1";"-1";"0";"unknown";"yes"
"44952";"48";"services";"Div";NULL;"no";"973.00";"no";"no";"cellular";"8";"oct";"319";"1";"134";"2";"success";"yes"
"44953";"73";"retired";"married";"secondary";"no";"2850.00";"no";"no";"cellular";"8";"oct";"512";"1";"144";"7";"failure";"no"
"44954";"38";"admin.";"married";"secondary";"no";"5270.00";"no";"no";"cellular";"8";"oct";"163";"1";"91";"12";"other";"no"
"44955";"32";"management";"married";"tertiary";"no";"927.00";"no";"no";"cellular";"8";"oct";"282";"1";"-1";"0";"unknown";"no"
"44956";"51";"management";"married";"tertiary";"no";"5108.00";"yes";"no";"cellular";"8";"oct";"272";"1";"102";"8";"other";"no"
"44957";"29";"unemployed";"married";"secondary";"no";"687.00";"no";"no";"cellular";"8";"oct";"309";"2";"88";"6";"other";"no"
"44958";"32";"management";"single";"tertiary";"no";"3289.00";"no";"no";"cellular";"8";"oct";"375";"2";"179";"2";"failure";"no"
"44959";"32";"technician";"single";NULL;"no";"491.00";"no";"no";"cellular";"8";"oct";"251";"2";"91";"7";"success";"yes"
"44960";"36";"technician";"single";"secondary";"no";"966.00";"no";"no";"cellular";"8";"oct";"135";"2";"91";"13";"failure";"no"
"44961";"58";"admin.";"divorced";"secondary";"no";"3337.00";"yes";"no";"telephone";"8";"oct";"369";"2";"690";"3";"failure";"yes"
"44962";"48";"admin.";"married";"secondary";"no";"368.00";"no";"no";"cellular";"8";"oct";"363";"2";"140";"7";"success";"yes"
"44963";"34";"admin.";"married";"secondary";"no";"247.00";"no";"no";"cellular";"8";"oct";"401";"2";"-1";"0";"unknown";"yes"
"44964";"37";"blue-collar";"married";"secondary";"no";"1403.00";"no";"no";NULL;"9";"oct";"14";"1";"-1";"0";"unknown";"no"
"44965";"21";"blue-collar";"single";"primary";"no";"-42.00";"no";"no";NULL;"10";"oct";"5";"1";"-1";"0";"unknown";"no"
"44966";"36";"management";"single";"tertiary";"no";"335.00";"no";"no";NULL;"10";"oct";"5";"1";"772";"4";"failure";"no"
"44967";"28";"services";"single";"secondary";"no";"1347.00";"no";"no";"telephone";"11";"oct";"317";"2";"108";"14";"other";"no"
"44968";"70";"retired";"divorced";"secondary";"no";"4572.00";"no";"no";"cellular";"11";"oct";"115";"2";"95";"16";"failure";"no"
"44969";"27";"student";"single";"tertiary";"no";"838.00";"no";"no";"cellular";"11";"oct";"162";"1";"-1";"0";"unknown";"no"
"44970";"51";"entrepreneur";"divorced";"tertiary";"no";"315.00";"no";"no";"cellular";"11";"oct";"291";"1";"91";"4";"failure";"no"
"44971";"28";"???";"single";NULL;"no";"326.00";"no";"no";"cellular";"11";"oct";"450";"1";"231";"1";"success";"yes"
"44972";"48";"admin.";"married";"secondary";"no";"0.00";"no";"yes";"cellular";"11";"oct";"195";"1";"104";"5";"failure";"no"
"44973";"36";"technician";"single";"secondary";"no";"12264.00";"no";"no";"cellular";"11";"oct";"285";"1";"182";"2";"success";"yes"
"44974";"67";"retired";"married";"secondary";"no";"203.00";"no";"no";"cellular";"11";"oct";"405";"1";"266";"2";"success";"yes"
"44975";"39";"management";"married";"tertiary";"no";"839.00";"no";"yes";"cellular";"11";"oct";"365";"2";"774";"11";"failure";"no"
"44976";"30";"management";"single";"tertiary";"no";"502.00";"no";"no";"cellular";"11";"oct";"463";"3";"95";"6";"success";"yes"
"44977";"62";"retired";"married";"secondary";"no";"2917.00";"no";"no";"cellular";"11";"oct";"123";"2";"182";"2";"failure";"no"
"44978";"27";"admin.";"married";"tertiary";"no";"346.00";"no";"no";"cellular";"11";"oct";"212";"1";"-1";"0";"unknown";"yes"
"44979";"58";"admin.";"married";"secondary";"no";"3927.00";"no";"no";"cellular";"11";"oct";"124";"3";"363";"1";"failure";"no"
"44980";"24";"student";"single";"secondary";"no";"1809.00";"no";"no";"cellular";"11";"oct";"165";"1";"95";"2";"success";"yes"
"44981";"32";"admin.";"married";"secondary";"no";"1229.00";"no";"no";"cellular";"11";"oct";"485";"1";"182";"1";"success";"no"
"44982";"52";"technician";"married";"secondary";"no";"553.00";"yes";"no";"telephone";"11";"oct";"160";"1";"-1";"0";"unknown";"no"
"44983";"46";"admin.";"married";"secondary";"no";"171.00";"yes";"yes";"cellular";"11";"oct";"251";"1";"430";"1";"failure";"no"
"44984";"35";"blue-collar";"divorced";NULL;"no";"172.00";"no";"no";NULL;"11";"oct";"4";"1";"381";"2";"other";"no"
"44985";"33";"management";"single";"tertiary";"no";"816.00";"yes";"no";"cellular";"11";"oct";"383";"2";"503";"2";"failure";"yes"
"44986";"29";"admin.";"married";"secondary";"no";"535.00";"no";"no";"cellular";"11";"oct";"185";"2";"-1";"0";"unknown";"no"
"44987";"51";"retired";"married";"secondary";"no";"0.00";"yes";"no";"cellular";"11";"oct";"146";"4";"-1";"0";"unknown";"no"
"44988";"42";"management";"married";"tertiary";"no";"298.00";"no";"no";"cellular";"11";"oct";"137";"3";"95";"10";"failure";"no"
"44989";"27";"unemployed";"single";"primary";"no";"93.00";"no";"no";NULL;"11";"oct";"4";"1";"-1";"0";"unknown";"no"
"44990";"59";"retired";"divorced";"primary";"no";"606.00";"no";"no";NULL;"12";"oct";"54";"1";"526";"2";"failure";"no"
"44991";"31";"management";"married";"tertiary";"no";"4328.00";"no";"no";"cellular";"12";"oct";"203";"4";"165";"14";"success";"yes"
"44992";"25";"blue-collar";"single";"secondary";"no";"1857.00";"yes";"no";"cellular";"12";"oct";"187";"1";"91";"12";"success";"yes"
"44993";"38";"management";"married";"tertiary";"no";"1257.00";"no";"no";"cellular";"12";"oct";"166";"1";"-1";"0";"unknown";"no"
"44994";"43";"admin.";"single";"secondary";"no";"386.00";"no";"no";"cellular";"12";"oct";"242";"1";"92";"4";"success";"no"
"44995";"27";"student";"single";"secondary";"no";"279.00";"no";"no";"cellular";"12";"oct";"323";"1";"-1";"0";"unknown";"yes"
"44996";"25";"admin.";"single";"tertiary";"no";"2916.00";"no";"no";"cellular";"12";"oct";"143";"1";"-1";"0";"unknown";"no"
"44997";"75";"retired";"divorced";"secondary";"no";"1092.00";"no";"no";"telephone";"12";"oct";"250";"1";"431";"2";"failure";"no"
"44998";"33";"self-employed";"single";"tertiary";"no";"658.00";"yes";"no";"cellular";"12";"oct";"146";"2";"183";"3";"failure";"no"
"44999";"33";"management";"single";"tertiary";"no";"131.00";"yes";"no";"cellular";"12";"oct";"209";"3";"427";"2";"failure";"yes"
"45000";"63";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"12";"oct";"130";"2";"182";"6";"failure";"no"
"45001";"38";"blue-collar";"single";"secondary";"no";"0.00";"no";"no";NULL;"12";"oct";"8";"1";"-1";"0";"unknown";"no"
"45002";"25";"management";"single";"tertiary";"no";"1650.00";"yes";"no";NULL;"12";"oct";"5";"1";"-1";"0";"unknown";"no"
"45003";"36";"management";"single";"tertiary";"no";"2646.00";"no";"no";"cellular";"13";"oct";"169";"1";"182";"10";"success";"yes"
"45004";"62";"self-employed";"divorced";"tertiary";"no";"6.00";"yes";"no";"cellular";"13";"oct";"216";"1";"183";"4";"success";"yes"
"45005";"29";"self-employed";"single";"tertiary";"no";"1579.00";"no";"no";"cellular";"13";"oct";"190";"1";"92";"5";"success";"yes"
"45006";"26";"blue-collar";"single";"secondary";"no";"2007.00";"no";"no";"cellular";"13";"oct";"194";"1";"92";"5";"success";"yes"
"45007";"38";"management";"married";"tertiary";"no";"413.00";"no";"no";"cellular";"13";"oct";"252";"2";"183";"3";"success";"yes"
"45008";"29";"admin.";"married";"tertiary";"no";"167.00";"yes";"yes";"cellular";"13";"oct";"357";"2";"237";"2";"failure";"no"
"45009";"26";"technician";"single";"secondary";"no";"342.00";"no";"no";"cellular";"14";"oct";"133";"2";"-1";"0";"unknown";"no"
"45010";"43";"technician";"married";"secondary";"no";"297.00";"yes";"no";"cellular";"14";"oct";"119";"3";"-1";"0";"unknown";"no"
"45011";"86";"retired";"married";"primary";"no";"1255.00";"no";"no";"cellular";"14";"oct";"192";"2";"92";"4";"success";"no"
"45012";"59";"technician";"married";"secondary";"no";"1.00";"no";"no";"cellular";"14";"oct";"585";"1";"182";"5";"success";"yes"
"45013";"51";"management";"married";"tertiary";"no";"469.00";"no";"no";"cellular";"14";"oct";"491";"1";"182";"3";"success";"yes"
"45014";"28";"self-employed";"single";"tertiary";"no";"159.00";"no";"no";"cellular";"14";"oct";"246";"2";"420";"2";"other";"yes"
"45015";"36";"blue-collar";"single";"tertiary";"no";"1830.00";"no";"no";"cellular";"14";"oct";"183";"1";"91";"11";"failure";"no"
"45016";"53";"admin.";"married";"secondary";"no";"459.00";"no";"no";"cellular";"14";"oct";"317";"6";"192";"1";"success";"no"
"45017";"40";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"14";"oct";"1410";"3";"-1";"0";"unknown";"no"
"45018";"27";"technician";"single";"secondary";"no";"643.00";"no";"no";"telephone";"14";"oct";"301";"1";"93";"1";"success";"yes"
"45019";"38";"management";"married";"tertiary";"no";"276.00";"no";"no";"cellular";"14";"oct";"322";"1";"-1";"0";"unknown";"no"
"45020";"57";"admin.";"married";"secondary";"no";"16873.00";"no";"no";"cellular";"14";"oct";"219";"3";"372";"1";"failure";"no"
"45021";"28";"management";"single";"tertiary";"no";"9710.00";"no";"no";"cellular";"14";"oct";"786";"2";"-1";"0";"unknown";"no"
"45022";"37";"management";"married";"secondary";"no";"209.00";"no";"no";"cellular";"14";"oct";"183";"3";"528";"7";"unknown";"no"
"45023";"42";"admin.";"married";NULL;"no";"756.00";"no";"no";"cellular";"14";"oct";"72";"4";"160";"3";"failure";"no"
"45024";"41";"management";"divorced";"tertiary";"no";"3355.00";"no";"no";"cellular";"14";"oct";"181";"2";"500";"1";"failure";"no"
"45025";"47";"admin.";"married";"secondary";"no";"1387.00";"yes";"no";"cellular";"14";"oct";"158";"1";"826";"1";"failure";"no"
"45026";"61";"retired";"married";"secondary";"no";"938.00";"no";"no";"cellular";"15";"oct";"212";"2";"92";"5";"success";"no"
"45027";"45";"management";"married";"secondary";"no";"2897.00";"no";"no";"cellular";"15";"oct";"531";"4";"105";"7";"failure";"no"
"45028";"39";"services";"single";"secondary";"no";"471.00";"no";"no";NULL;"15";"oct";"5";"1";"-1";"0";"unknown";"no"
"45029";"60";"retired";"divorced";"secondary";"no";"514.00";"no";"no";"cellular";"15";"oct";"187";"2";"213";"10";"success";"yes"
"45030";"40";"housemaid";"married";"primary";"no";"979.00";"no";"no";"cellular";"15";"oct";"106";"4";"-1";"0";"unknown";"no"
"45031";"29";"self-employed";"single";"tertiary";"no";"270.00";"yes";"no";"cellular";"15";"oct";"94";"5";"274";"11";"failure";"no"
"45032";"42";"unemployed";"married";"secondary";"no";"1289.00";"no";"no";"cellular";"15";"oct";"1176";"3";"92";"6";"success";"yes"
"45033";"29";"blue-collar";"single";"secondary";"no";"2806.00";"no";"no";"cellular";"15";"oct";"294";"1";"93";"5";"other";"no"
"45034";"26";"admin.";"married";"tertiary";"no";"319.00";"no";"no";"cellular";"15";"oct";"88";"1";"-1";"0";"unknown";"no"
"45035";"33";"management";"single";"tertiary";"no";"718.00";"yes";"no";"cellular";"18";"oct";"104";"1";"111";"4";"success";"no"
"45036";"47";"admin.";"married";"secondary";"no";"3676.00";"no";"no";"cellular";"18";"oct";"567";"1";"95";"3";"success";"yes"
"45037";"28";"management";"married";"tertiary";"no";"1918.00";"no";"no";"cellular";"18";"oct";"333";"1";"616";"1";"failure";"no"
"45038";"45";"management";"single";"tertiary";"no";"2048.00";"yes";"no";"cellular";"18";"oct";"310";"1";"804";"1";"failure";"yes"
"45039";"43";"unemployed";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"18";"oct";"464";"1";"94";"2";"success";"yes"
"45040";"22";"management";"single";"tertiary";"no";"104.00";"no";"yes";"cellular";"18";"oct";"509";"1";"185";"3";"success";"yes"
"45041";"34";"technician";"married";"secondary";"no";"159.00";"yes";"no";"cellular";"18";"oct";"252";"1";"-1";"0";"unknown";"yes"
"45042";"29";"management";"single";"tertiary";"no";"600.00";"yes";"no";"cellular";"18";"oct";"170";"5";"-1";"0";"unknown";"no"
"45043";"64";"retired";"married";"secondary";"no";"466.00";"yes";"no";"cellular";"18";"oct";"526";"1";"-1";"0";"unknown";"yes"
"45044";"39";"admin.";"divorced";"secondary";"no";"728.00";"yes";"yes";"cellular";"18";"oct";"222";"1";"-1";"0";"unknown";"yes"
"45045";"35";"management";"married";"secondary";"no";"724.00";"yes";"no";"cellular";"18";"oct";"102";"3";"96";"3";"success";"no"
"45046";"26";"student";"single";"secondary";"no";"316.00";"no";"no";"cellular";"18";"oct";"375";"2";"-1";"0";"unknown";"no"
"45047";"27";"management";"single";"tertiary";"no";"107.00";"no";"no";"cellular";"18";"oct";"767";"3";"-1";"0";"unknown";"yes"
"45048";"69";"retired";"divorced";"secondary";"no";"4189.00";"no";"no";"cellular";"18";"oct";"138";"4";"96";"2";"success";"no"
"45049";"32";"student";"single";"tertiary";"no";"922.00";"no";"no";"cellular";"18";"oct";"338";"2";"-1";"0";"unknown";"no"
"45050";"25";"technician";"single";"secondary";"no";"3843.00";"no";"no";"cellular";"18";"oct";"159";"2";"95";"2";"failure";"no"
"45051";"66";"retired";"married";"secondary";"no";"3409.00";"no";"no";"cellular";"19";"oct";"133";"3";"160";"3";"failure";"no"
"45052";"26";"technician";"single";"secondary";"no";"4859.00";"no";"no";"cellular";"19";"oct";"90";"2";"92";"3";"other";"no"
"45053";"49";"blue-collar";"married";"secondary";"no";"1946.00";"no";"no";"cellular";"19";"oct";"192";"1";"95";"1";"success";"yes"
"45054";"25";"admin.";"single";"tertiary";"no";"1734.00";"no";"no";"cellular";"19";"oct";"366";"1";"-1";"0";"unknown";"no"
"45055";"34";"admin.";"single";"tertiary";"no";"1077.00";"no";"no";"cellular";"19";"oct";"218";"1";"151";"5";"other";"no"
"45056";"42";"management";"married";NULL;"no";"1519.00";"no";"no";"cellular";"19";"oct";"230";"1";"92";"1";"success";"yes"
"45057";"64";"management";"married";"tertiary";"no";"5112.00";"no";"no";"telephone";"19";"oct";"898";"7";"137";"11";"other";"yes"
"45058";"44";"management";"single";"tertiary";"no";"1090.00";"no";"no";"cellular";"20";"oct";"178";"4";"93";"6";"success";"yes"
"45059";"36";"technician";"married";"tertiary";"no";"521.00";"no";"no";"cellular";"20";"oct";"347";"3";"-1";"0";"unknown";"yes"
"45060";"43";"management";"married";"tertiary";"no";"2450.00";"no";"yes";"cellular";"20";"oct";"124";"1";"-1";"0";"unknown";"no"
"45061";"64";"retired";"divorced";"secondary";"no";"4833.00";"no";"no";"cellular";"20";"oct";"621";"1";"181";"3";"failure";"yes"
"45062";"30";"self-employed";"single";"secondary";"no";"1031.00";"no";"no";NULL;"20";"oct";"7";"1";"-1";"0";"unknown";"no"
"45063";"58";"retired";"married";"primary";"no";"742.00";"no";"no";NULL;"20";"oct";"5";"1";"-1";"0";"unknown";"no"
"45064";"75";"retired";"married";"tertiary";"no";"4912.00";"no";"no";"telephone";"20";"oct";"238";"2";"183";"5";"failure";"no"
"45065";"52";"admin.";"married";"secondary";"no";"423.00";"yes";"yes";"cellular";"20";"oct";"139";"2";"96";"7";"failure";"no"
"45066";"30";"management";"single";"tertiary";"no";"2344.00";"yes";"no";"cellular";"20";"oct";"316";"2";"92";"3";"failure";"no"
"45067";"29";"student";"single";"secondary";"no";"1925.00";"no";"no";"cellular";"21";"oct";"150";"3";"149";"5";"success";"yes"
"45068";"52";"management";"married";"secondary";"no";"335.00";"no";"no";"cellular";"21";"oct";"411";"1";"182";"1";"failure";"yes"
"45069";"26";"student";"single";"secondary";"no";"108.00";"no";"no";"cellular";"21";"oct";"235";"1";"175";"3";"success";"no"
"45070";"52";"technician";"married";"secondary";"no";"371.00";"yes";"yes";"cellular";"21";"oct";"453";"1";"183";"3";"success";"yes"
"45071";"49";"technician";"married";"secondary";"no";"2400.00";"no";"no";"cellular";"21";"oct";"262";"3";"-1";"0";"unknown";"no"
"45072";"27";"unemployed";"single";"secondary";"no";"771.00";"no";"no";"cellular";"21";"oct";"181";"1";"302";"3";"other";"yes"
"45073";"54";"management";"divorced";"tertiary";"no";"5475.00";"no";"no";"cellular";"21";"oct";"1032";"1";"91";"4";"success";"yes"
"45074";"37";"management";"married";"tertiary";"no";"203.00";"no";"no";"cellular";"21";"oct";"759";"1";"90";"5";"success";"yes"
"45075";"48";"admin.";"married";"secondary";"no";"50.00";"no";"yes";"cellular";"21";"oct";"419";"1";"-1";"0";"unknown";"yes"
"45076";"28";"technician";"single";"tertiary";"no";"11862.00";"no";"no";"cellular";"21";"oct";"549";"2";"238";"13";"other";"yes"
"45077";"46";"technician";"married";"secondary";"no";"9299.00";"no";"no";"cellular";"21";"oct";"201";"5";"94";"3";"success";"no"
"45078";"20";"student";"single";"secondary";"no";"88.00";"no";"no";"telephone";"21";"oct";"621";"1";"181";"4";"other";"no"
"45079";"77";"retired";"married";"secondary";"no";"820.00";"no";"no";"telephone";"21";"oct";"330";"2";"181";"4";"success";"yes"
"45080";"63";"retired";"single";"tertiary";"no";"791.00";"no";"no";"cellular";"21";"oct";"212";"2";"-1";"0";"unknown";"yes"
"45081";"27";"student";"single";"secondary";"no";"1164.00";"no";"no";"cellular";"21";"oct";"256";"2";"104";"2";"failure";"no"
"45082";"34";"technician";"single";"secondary";"no";"1279.00";"yes";"no";"cellular";"21";"oct";"339";"3";"91";"10";"success";"yes"
"45083";"66";"retired";"married";"primary";"no";"8.00";"no";"no";"cellular";"22";"oct";"56";"2";"-1";"0";"unknown";"no"
"45084";"59";"entrepreneur";"married";"secondary";"no";"496.00";"no";"no";"cellular";"22";"oct";"738";"3";"183";"1";"success";"yes"
"45085";"29";"blue-collar";"single";"tertiary";"no";"455.00";"no";"no";"cellular";"22";"oct";"542";"4";"148";"3";"success";"yes"
"45086";"25";"technician";"single";"secondary";"no";"325.00";"no";"no";"cellular";"22";"oct";"716";"3";"-1";"0";"unknown";"yes"
"45087";"38";"management";"married";"tertiary";"no";"536.00";"yes";"no";"cellular";"22";"oct";"234";"1";"92";"1";"success";"yes"
"45088";"31";"technician";"single";"secondary";"no";"845.00";"yes";"no";"cellular";"22";"oct";"168";"2";"-1";"0";"unknown";"no"
"45089";"38";"management";"single";"tertiary";"no";"1373.00";"no";"no";"cellular";"22";"oct";"119";"4";"-1";"0";"unknown";"no"
"45090";"57";"unemployed";"divorced";"primary";"no";"282.00";"no";"no";"cellular";"22";"oct";"460";"1";"88";"4";"other";"no"
"45091";"33";"admin.";"single";"tertiary";"no";"146.00";"no";"no";"cellular";"22";"oct";"380";"1";"91";"3";"success";"yes"
"45092";"61";"retired";"married";"primary";"no";"2686.00";"no";"no";"telephone";"22";"oct";"84";"3";"-1";"0";"unknown";"no"
"45093";"43";"management";"single";"tertiary";"no";"2081.00";"no";"no";"cellular";"22";"oct";"554";"3";"-1";"0";"unknown";"yes"
"45094";"37";"technician";"married";"secondary";"no";"480.00";"no";"no";"cellular";"22";"oct";"344";"2";"182";"8";"other";"yes"
"45095";"47";"admin.";"single";"secondary";"no";"1693.00";"yes";"no";"cellular";"22";"oct";"608";"2";"92";"4";"other";"yes"
"45096";"77";"retired";"divorced";"primary";"no";"2693.00";"no";"no";"cellular";"25";"oct";"83";"2";"94";"12";"other";"no"
"45097";"63";"retired";"married";"secondary";"no";"1495.00";"no";"no";"cellular";"25";"oct";"389";"1";"195";"4";"other";"yes"
"45098";"61";"self-employed";"married";"tertiary";"no";"10861.00";"no";"no";"cellular";"25";"oct";"225";"1";"91";"5";"success";"yes"
"45099";"44";"technician";"single";NULL;"no";"11115.00";"no";"no";"cellular";"25";"oct";"189";"1";"185";"4";"success";"no"
"45100";"30";"management";"single";"tertiary";"no";"985.00";"yes";"no";"cellular";"25";"oct";"304";"1";"94";"2";"success";"yes"
"45101";"34";"blue-collar";"married";"secondary";"no";"152.00";"no";"no";"cellular";"25";"oct";"275";"1";"-1";"0";"unknown";"no"
"45102";"74";"retired";"married";"secondary";"no";"935.00";"no";"no";"cellular";"25";"oct";"400";"1";"173";"3";"success";"yes"
"45103";"31";"admin.";"single";"secondary";"no";"410.00";"no";"no";"cellular";"25";"oct";"182";"1";"185";"1";"success";"yes"
"45104";"33";"admin.";"married";"secondary";"no";"51.00";"yes";"yes";"cellular";"25";"oct";"253";"1";"284";"3";"success";"yes"
"45105";"73";"retired";"married";"primary";"no";"1388.00";"no";"no";"telephone";"25";"oct";"254";"1";"97";"6";"failure";"no"
"45106";"36";"technician";"married";"secondary";"no";"2779.00";"no";"no";"cellular";"25";"oct";"324";"1";"182";"4";"success";"no"
"45107";"32";"technician";"married";"secondary";"no";"660.00";"no";"no";"cellular";"25";"oct";"226";"2";"490";"1";"failure";"yes"
"45108";"25";"student";"single";"secondary";"no";"679.00";"no";"no";"cellular";"25";"oct";"297";"5";"94";"6";"other";"yes"
"45109";"36";"technician";"married";"tertiary";"no";"844.00";"yes";"yes";"cellular";"25";"oct";"129";"1";"-1";"0";"unknown";"no"
"45110";"78";"management";"married";NULL;"no";"1780.00";"yes";"no";"cellular";"25";"oct";"211";"2";"185";"7";"success";"yes"
"45111";"50";"management";"married";"tertiary";"no";"8205.00";"yes";"no";"telephone";"25";"oct";"293";"3";"508";"1";"other";"no"
"45112";"64";"retired";"married";"primary";"no";"445.00";"no";"no";"cellular";"26";"oct";"338";"3";"186";"1";"other";"no"
"45113";"24";"student";"single";"secondary";"no";"1234.00";"no";"no";"telephone";"26";"oct";"280";"2";"97";"3";"success";"no"
"45114";"26";"management";"single";"tertiary";"no";"222.00";"no";"no";"cellular";"26";"oct";"318";"1";"120";"3";"success";"yes"
"45115";"36";"technician";"single";"secondary";"no";"204.00";"yes";"no";"cellular";"26";"oct";"196";"1";"144";"8";"other";"no"
"45116";"30";"management";"single";"tertiary";"no";"565.00";"yes";"no";"cellular";"26";"oct";"104";"1";"-1";"0";"unknown";"no"
"45117";"25";"student";"single";"secondary";"no";"1868.00";"no";"no";"cellular";"26";"oct";"259";"1";"103";"2";"other";"yes"
"45118";"54";"admin.";"divorced";"tertiary";"no";"122.00";"no";"no";"cellular";"26";"oct";"322";"1";"547";"1";"failure";"no"
"45119";"78";"retired";"married";"primary";"no";"14204.00";"no";"no";"cellular";"26";"oct";"150";"1";"183";"1";"other";"no"
"45120";"47";"admin.";"married";"secondary";"no";"1210.00";"no";"no";"cellular";"26";"oct";"604";"1";"91";"4";"failure";"yes"
"45121";"32";"technician";"married";"secondary";"no";"1547.00";"no";"no";"cellular";"26";"oct";"289";"1";"805";"4";"other";"yes"
"45122";"56";"admin.";"divorced";"secondary";"no";"1693.00";"no";"no";"cellular";"26";"oct";"238";"4";"442";"4";"failure";"yes"
"45123";"40";"entrepreneur";"single";"tertiary";"no";"262.00";"yes";"yes";NULL;"26";"oct";"17";"1";"-1";"0";"unknown";"no"
"45124";"49";"technician";"married";"secondary";"no";"308.00";"no";"no";"cellular";"26";"oct";"260";"2";"91";"5";"failure";"no"
"45125";"27";"blue-collar";"single";"primary";"no";"232.00";"yes";"no";"cellular";"26";"oct";"701";"2";"-1";"0";"unknown";"yes"
"45126";"40";"management";"divorced";"tertiary";"no";"858.00";"no";"no";"cellular";"26";"oct";"202";"2";"-1";"0";"unknown";"yes"
"45127";"54";"technician";"married";"tertiary";"no";"876.00";"no";"no";"cellular";"27";"oct";"269";"3";"541";"3";"success";"yes"
"45128";"67";"blue-collar";"married";"secondary";"no";"16353.00";"no";"no";"cellular";"27";"oct";"223";"2";"-1";"0";"unknown";"no"
"45129";"23";"unemployed";"single";"tertiary";"no";"993.00";"no";"no";"cellular";"27";"oct";"409";"1";"91";"4";"success";"no"
"45130";"46";"technician";"married";NULL;"no";"3308.00";"no";"no";"cellular";"27";"oct";"171";"1";"91";"2";"success";"yes"
"45131";"33";"technician";"married";"secondary";"no";"5083.00";"no";"no";"cellular";"27";"oct";"161";"1";"96";"2";"other";"no"
"45132";"47";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"27";"oct";"508";"1";"-1";"0";"unknown";"yes"
"45133";"61";"retired";"married";"secondary";"no";"1058.00";"no";"no";"cellular";"27";"oct";"277";"1";"92";"5";"success";"no"
"45134";"24";"student";"single";"secondary";"no";"822.00";"no";"no";"cellular";"27";"oct";"184";"1";"91";"2";"failure";"yes"
"45135";"70";"retired";"married";"secondary";"no";"0.00";"no";"no";"cellular";"27";"oct";"258";"1";"92";"5";"success";"yes"
"45136";"53";"blue-collar";"married";"primary";"no";"1294.00";"no";"no";NULL;"28";"oct";"71";"1";"-1";"0";"unknown";"no"
"45137";"53";"self-employed";"married";"tertiary";"no";"730.00";"yes";"no";NULL;"2";"nov";"18";"1";"368";"2";"failure";"no"
"45138";"30";"management";"single";"tertiary";"no";"297.00";"no";"no";"cellular";"8";"nov";"188";"1";"-1";"0";"unknown";"yes"
"45139";"30";"technician";"single";"2nd";"no";"500.00";"yes";"no";"cellular";"8";"nov";"176";"1";"543";"3";"failure";"no"
"45140";"44";"management";"married";"tertiary";"no";"839.00";"no";"no";"cellular";"8";"nov";"240";"1";"40";"2";"other";"no"
"45141";"63";"entrepreneur";"married";"secondary";"no";"3904.00";"no";"no";"telephone";"8";"nov";"360";"1";"96";"4";"success";"yes"
"45142";"77";"???";"married";NULL;"no";"397.00";"no";"no";"Tel";"8";"nov";"207";"1";"185";"3";"success";"no"
"45143";"34";"admin.";"married";"tertiary";"no";"79.00";"yes";"no";"cellular";"8";"nov";"120";"2";"95";"6";"success";"no"
"45144";"28";"student";"single";"secondary";"no";"970.00";"no";"no";"cellular";"8";"nov";"137";"1";"96";"1";"failure";"no"
