@relation weka_ready_dataset

@attribute Source_Port numeric
@attribute Destination_Port numeric
@attribute Protocol {ICMP,UDP,TCP}
@attribute Packet_Length numeric
@attribute Packet_Type {Data,Control}
@attribute Traffic_Type {HTTP,DNS,FTP}
@attribute Malware_Indicators {IoC_Detected,None}
@attribute Anomaly_Scores numeric
@attribute Alerts_Warnings {No_Alert,Alert_Triggered}
@attribute Attack_Type {Malware,DDoS,Intrusion}
@attribute Attack_Signature {Known_Pattern_B,Known_Pattern_A}
@attribute Severity_Level {Low,Medium,High}
@attribute Network_Segment {Segment_A,Segment_B,Segment_C}
@attribute Firewall_Logs {Log_Data,None}
@attribute IDS_IPS_Alerts {None,Alert_Data}
@attribute Log_Source {Server,Firewall}
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Hour numeric
@attribute DayOfWeek numeric
@attribute Source_IP_Numeric numeric
@attribute Dest_IP_Numeric numeric
@attribute Proxy_IP_Numeric numeric
@attribute Action_Taken {Logged,Blocked,Ignored}

@data
41693,16414,UDP,975,Data,DNS,IoC_Detected,58.24,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_B,Log_Data,None,Firewall,2022,7,17,21,6,2071766948,461615859,0,Blocked
35973,20015,TCP,941,Data,FTP,None,54.83,No_Alert,Malware,Known_Pattern_B,High,Segment_C,None,Alert_Data,Firewall,2023,4,25,21,1,377522521,469248931,0,Blocked
47342,63625,TCP,265,Control,DNS,IoC_Detected,10.63,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Server,2022,4,11,2,0,1063934160,1973904436,1870480588,Logged
8749,62611,TCP,1252,Data,DNS,None,71.25,No_Alert,DDoS,Known_Pattern_B,High,Segment_B,None,None,Server,2020,3,1,18,6,2160693272,1417939047,0,Logged
44704,11581,UDP,712,Control,DNS,None,45.18,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_B,None,Alert_Data,Server,2023,9,23,14,5,3320331586,1254861229,0,Logged
6704,5390,UDP,395,Control,HTTP,IoC_Detected,79.91,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,Log_Data,Alert_Data,Server,2022,10,3,7,0,1768127916,1188455564,2290692724,Ignored
31124,18620,ICMP,1105,Data,HTTP,IoC_Detected,2.58,No_Alert,Malware,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Firewall,2021,10,28,18,3,3660555767,3035301140,3362910242,Blocked
8660,27938,UDP,214,Control,FTP,IoC_Detected,66.24,No_Alert,Malware,Known_Pattern_A,High,Segment_A,None,None,Firewall,2022,5,11,15,2,2126902397,2292476930,3712485438,Blocked
54393,46656,ICMP,1333,Control,HTTP,IoC_Detected,16.22,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_A,Log_Data,None,Firewall,2021,5,16,9,6,636936948,983912143,0,Ignored
7302,59112,ICMP,1264,Data,HTTP,IoC_Detected,18.43,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_C,Log_Data,None,Server,2023,4,21,19,4,3136012867,1302487731,0,Ignored
8497,55849,ICMP,886,Control,HTTP,None,65.62,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_A,None,Alert_Data,Firewall,2023,3,3,1,4,827945359,1432103393,0,Logged
23331,62862,TCP,1315,Data,HTTP,IoC_Detected,99.4,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_B,None,None,Firewall,2021,1,5,10,1,3329018580,3284719555,2435565699,Ignored
57838,36007,TCP,1305,Control,HTTP,None,13.26,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_B,None,Alert_Data,Firewall,2022,9,18,2,6,705036114,2153014720,0,Ignored
60352,50914,UDP,1184,Control,DNS,None,33.92,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_B,None,None,Firewall,2022,3,3,15,3,1351154759,1745863810,0,Blocked
37407,48623,ICMP,1498,Data,DNS,IoC_Detected,91.6,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_C,Log_Data,None,Server,2020,3,28,10,5,1152196645,1991580162,0,Logged
61956,11408,ICMP,387,Data,HTTP,None,68.71,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Server,2022,9,7,7,2,544386103,3753455364,3312345001,Logged
40060,25240,ICMP,552,Control,DNS,IoC_Detected,34.15,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_C,None,None,Firewall,2021,1,25,11,0,643029213,2594218676,0,Ignored
15799,56518,TCP,1369,Data,FTP,None,73.43,No_Alert,DDoS,Known_Pattern_A,Low,Segment_C,Log_Data,None,Server,2023,3,31,21,4,1326366862,985380229,2559118300,Ignored
8111,9346,UDP,1244,Data,FTP,IoC_Detected,93.91,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,None,None,Firewall,2021,10,30,9,5,2920577667,208960962,578284770,Ignored
13025,53573,ICMP,1155,Control,HTTP,IoC_Detected,30.7,No_Alert,Malware,Known_Pattern_B,High,Segment_A,None,Alert_Data,Firewall,2022,1,15,8,5,127336534,2583441267,1909353271,Blocked
48239,41465,UDP,623,Control,HTTP,None,89.91,No_Alert,Intrusion,Known_Pattern_A,High,Segment_A,None,Alert_Data,Firewall,2022,1,9,13,6,581247036,1855096677,0,Blocked
53560,31682,UDP,331,Control,HTTP,IoC_Detected,51.52,No_Alert,Malware,Known_Pattern_B,Medium,Segment_C,Log_Data,Alert_Data,Server,2021,11,13,10,5,827189775,1904960801,2858877758,Ignored
36559,3329,TCP,981,Data,FTP,None,33.28,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,Alert_Data,Server,2020,7,21,7,1,829313816,655979370,0,Blocked
35799,26621,ICMP,734,Control,HTTP,IoC_Detected,41.37,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_A,Log_Data,Alert_Data,Server,2022,6,16,4,3,1326294199,891855091,0,Logged
25463,32603,ICMP,547,Data,HTTP,None,82.02,No_Alert,Intrusion,Known_Pattern_B,High,Segment_A,None,None,Firewall,2021,12,2,8,3,220806745,688238238,1281186223,Ignored
57070,42090,ICMP,1495,Data,HTTP,IoC_Detected,49.72,No_Alert,Malware,Known_Pattern_B,Low,Segment_C,Log_Data,Alert_Data,Firewall,2023,2,27,15,0,784795298,3185963097,3644718586,Blocked
21267,44008,UDP,1137,Data,FTP,IoC_Detected,82.67,No_Alert,Malware,Known_Pattern_A,Medium,Segment_B,None,Alert_Data,Server,2022,5,7,11,5,3035124211,1420142360,3605428470,Ignored
51791,40317,UDP,1405,Data,HTTP,IoC_Detected,62.39,No_Alert,DDoS,Known_Pattern_B,High,Segment_A,Log_Data,None,Server,2020,8,1,22,5,1264184787,2709388804,3086991451,Ignored
14939,42397,ICMP,109,Control,FTP,IoC_Detected,70.7,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_C,Log_Data,None,Firewall,2020,7,16,14,3,755280530,1120661268,0,Logged
2846,59643,TCP,443,Control,HTTP,IoC_Detected,23.66,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_B,None,None,Server,2021,5,7,17,4,436504146,2673641437,936491947,Logged
10851,41733,UDP,121,Control,FTP,None,25.26,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Server,2022,12,19,16,0,2242946270,1574392960,0,Logged
9401,14548,TCP,74,Control,DNS,None,15.95,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Server,2022,7,14,3,3,615704435,3199832909,983317450,Logged
38565,39245,TCP,1171,Data,HTTP,IoC_Detected,24.59,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,None,None,Firewall,2023,5,25,6,3,2421437442,3393909125,2868285907,Logged
52546,49783,UDP,661,Control,FTP,None,82.75,No_Alert,DDoS,Known_Pattern_B,High,Segment_B,None,Alert_Data,Firewall,2021,9,18,15,5,2925873881,3499849971,0,Blocked
39821,58040,UDP,600,Data,DNS,IoC_Detected,87.68,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2023,7,10,17,0,3713126791,3753534492,0,Logged
41758,52714,TCP,550,Data,DNS,IoC_Detected,67.45,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Server,2021,8,4,11,2,3054091301,1068908707,0,Logged
57398,29594,UDP,1441,Control,FTP,IoC_Detected,61.71,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_C,Log_Data,None,Server,2021,8,12,2,3,943456553,3196773026,0,Logged
17063,27588,TCP,1276,Data,HTTP,IoC_Detected,8.21,No_Alert,DDoS,Known_Pattern_B,High,Segment_C,Log_Data,Alert_Data,Server,2023,1,4,9,2,475540373,617671537,0,Ignored
58506,22262,ICMP,684,Control,DNS,IoC_Detected,86.58,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,None,Alert_Data,Server,2021,3,27,15,5,3706282191,3134323644,3254268148,Ignored
9414,62702,TCP,1093,Control,DNS,None,78.67,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_B,Log_Data,Alert_Data,Server,2020,8,25,3,1,1626464453,852449412,0,Logged
23991,28787,TCP,457,Control,HTTP,IoC_Detected,2.64,No_Alert,Malware,Known_Pattern_B,Medium,Segment_B,None,None,Firewall,2020,7,6,11,0,2064447865,350739104,0,Blocked
63986,63288,ICMP,880,Data,FTP,IoC_Detected,0.81,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Server,2022,12,9,8,4,1389810493,2663189568,3108935863,Ignored
43166,38625,TCP,1234,Data,FTP,None,19.83,No_Alert,Malware,Known_Pattern_A,Low,Segment_C,None,None,Firewall,2022,11,21,2,0,1260105383,2717281367,1698690862,Ignored
41828,1874,UDP,746,Data,FTP,None,49.09,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_A,None,None,Firewall,2023,2,19,8,6,3434147615,3380179185,0,Blocked
17340,61848,ICMP,729,Data,FTP,IoC_Detected,35.88,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_C,None,None,Server,2023,3,14,6,1,1401213611,2272219458,2609225222,Logged
57168,27056,UDP,871,Data,DNS,None,81.84,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_A,None,Alert_Data,Server,2022,9,9,4,4,3418901781,3748133755,148120671,Blocked
47846,6924,UDP,1361,Control,FTP,IoC_Detected,95.6,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Server,2022,11,30,3,2,236019847,1582883319,0,Ignored
64104,48704,ICMP,1255,Data,HTTP,IoC_Detected,71.72,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_A,Log_Data,None,Firewall,2023,3,29,15,2,2256979407,3127345185,1384394645,Ignored
9275,33471,ICMP,916,Control,HTTP,None,92.29,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Server,2021,6,9,16,2,2769559026,1481624696,1007821948,Ignored
14765,61250,UDP,387,Control,HTTP,None,93.29,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_C,None,None,Firewall,2022,10,5,12,2,658440959,2935297758,0,Ignored
63302,14129,ICMP,1350,Control,DNS,None,48.15,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_A,None,None,Firewall,2023,9,22,8,4,259291418,593751186,3499939062,Blocked
40776,47303,ICMP,484,Data,HTTP,IoC_Detected,43.93,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_B,Log_Data,Alert_Data,Server,2020,4,29,10,2,925564261,154565338,2998761432,Logged
37679,18724,ICMP,779,Control,FTP,None,66.11,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2022,5,21,5,5,2624918760,3694813946,1767923101,Ignored
54308,5149,TCP,1141,Data,DNS,None,77.54,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_A,None,None,Firewall,2023,5,29,10,0,3648966196,2786996323,0,Blocked
30710,42452,ICMP,1452,Data,FTP,IoC_Detected,57.22,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_B,Log_Data,Alert_Data,Firewall,2022,1,17,8,0,1453209062,2331083074,0,Blocked
6579,33532,UDP,1028,Data,FTP,None,77.51,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_A,Log_Data,None,Server,2021,10,20,19,2,3098137822,1293505353,895282478,Ignored
2862,62390,TCP,236,Data,HTTP,IoC_Detected,29.93,No_Alert,Malware,Known_Pattern_A,High,Segment_B,Log_Data,None,Firewall,2023,9,20,10,2,3515001368,2623040387,1542787471,Logged
24831,43163,ICMP,1114,Control,DNS,IoC_Detected,52.37,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Firewall,2022,10,29,20,5,1891723310,2685943883,1154115587,Blocked
3210,55324,UDP,91,Control,FTP,None,63.36,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Server,2020,5,21,18,3,2675663162,1517955702,0,Logged
43529,37920,ICMP,1477,Data,HTTP,None,99.78,No_Alert,Malware,Known_Pattern_B,Medium,Segment_A,Log_Data,Alert_Data,Server,2020,4,30,18,3,157030968,3460092565,0,Logged
45323,61857,TCP,521,Control,DNS,IoC_Detected,16.97,No_Alert,Malware,Known_Pattern_A,High,Segment_B,None,Alert_Data,Server,2020,2,26,7,2,2976874567,895377409,0,Ignored
36888,39431,TCP,793,Data,HTTP,None,59.21,No_Alert,DDoS,Known_Pattern_B,High,Segment_A,None,None,Server,2021,4,26,21,0,1573481001,3142810320,0,Blocked
30492,31934,TCP,1373,Control,HTTP,None,92.92,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_C,None,Alert_Data,Server,2023,6,14,23,2,1806516300,637420148,0,Logged
63521,33855,TCP,717,Data,FTP,None,95.2,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,None,Alert_Data,Firewall,2020,5,25,12,0,1592956558,3106065034,0,Ignored
30591,4599,UDP,777,Data,FTP,None,67.59,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_A,None,None,Server,2020,11,25,16,2,3474728437,1019977489,0,Ignored
56567,59032,ICMP,1075,Data,HTTP,None,62.17,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2023,4,13,11,3,3633233411,2163487509,2681392288,Ignored
64590,43476,ICMP,1425,Control,DNS,IoC_Detected,57.73,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_C,Log_Data,None,Firewall,2020,4,19,14,6,2943134489,1037699736,2948336427,Logged
30050,17896,TCP,453,Data,DNS,None,24.56,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Server,2023,1,28,0,5,1283953223,1703231816,2543698164,Ignored
7835,4953,ICMP,1378,Control,DNS,IoC_Detected,46.77,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Firewall,2021,3,20,13,5,696975479,3058753525,0,Blocked
36254,8883,ICMP,878,Data,DNS,IoC_Detected,36,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_A,Log_Data,None,Server,2022,12,22,3,3,3165827091,2172986852,0,Logged
37417,30525,ICMP,1047,Data,FTP,IoC_Detected,95.58,No_Alert,Malware,Known_Pattern_B,Low,Segment_B,Log_Data,None,Firewall,2022,8,28,1,6,1972482214,3086524931,0,Ignored
54689,39505,TCP,192,Control,FTP,None,9.03,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2022,3,3,19,3,1119974784,2474390703,893943088,Logged
44533,4917,TCP,131,Control,DNS,None,49.94,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2023,9,8,3,4,695002628,870460438,0,Logged
2867,36087,ICMP,1291,Data,HTTP,IoC_Detected,84.57,No_Alert,Malware,Known_Pattern_A,High,Segment_A,None,Alert_Data,Server,2023,10,1,11,6,353224867,2478487656,0,Logged
13058,62600,TCP,1195,Control,DNS,None,17.83,No_Alert,Intrusion,Known_Pattern_B,High,Segment_C,None,None,Server,2023,2,25,2,5,854847972,852169503,0,Blocked
23252,19891,TCP,1197,Data,HTTP,IoC_Detected,68.84,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_C,None,None,Firewall,2020,7,18,9,5,890094736,229465384,159506807,Logged
29752,24857,ICMP,569,Data,FTP,IoC_Detected,82.67,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_A,None,None,Firewall,2023,5,25,19,3,1581774550,1448412603,118952306,Blocked
15389,16826,TCP,1314,Data,FTP,None,59.88,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_C,None,None,Server,2020,11,14,20,5,725532519,3023796308,0,Ignored
47948,7241,TCP,567,Data,FTP,IoC_Detected,72.9,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Server,2021,1,6,5,2,3162219327,3695106899,3459300236,Logged
19267,5586,UDP,516,Control,FTP,None,48.59,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_A,None,Alert_Data,Server,2021,9,29,23,2,56002209,2386292604,0,Logged
17628,44074,TCP,826,Data,HTTP,None,84.11,No_Alert,Malware,Known_Pattern_A,High,Segment_B,None,Alert_Data,Server,2022,9,5,4,0,71752082,3531102801,0,Ignored
36379,33149,TCP,1472,Data,DNS,IoC_Detected,75.37,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_A,Log_Data,None,Firewall,2023,7,5,19,2,537212821,1566336108,2367284502,Ignored
35013,2144,UDP,1112,Data,DNS,None,3.96,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_B,Log_Data,Alert_Data,Server,2023,9,7,22,3,1435139276,3309203109,0,Blocked
22515,41470,ICMP,79,Control,DNS,IoC_Detected,59,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_B,None,None,Server,2022,9,4,19,6,372240593,2005576407,2195701036,Ignored
18331,37843,ICMP,839,Data,FTP,None,5.45,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Server,2021,4,14,22,2,309511619,3629366239,1384108202,Blocked
10527,35948,TCP,854,Data,HTTP,None,4.49,No_Alert,Malware,Known_Pattern_A,Medium,Segment_B,None,None,Firewall,2021,1,23,15,5,171580472,1687962101,481444340,Blocked
39200,14653,ICMP,561,Control,HTTP,None,29.27,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,None,Alert_Data,Firewall,2021,9,15,1,2,2969160565,173576602,3745268993,Blocked
38903,35497,TCP,266,Control,HTTP,None,21.17,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_B,Log_Data,Alert_Data,Firewall,2020,12,9,6,2,308984679,1737417093,88826434,Blocked
6317,16230,ICMP,164,Data,DNS,None,29.72,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,None,Server,2021,10,6,13,2,67308044,3286880348,26943652,Blocked
20970,26903,UDP,741,Data,DNS,None,37.46,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Server,2021,7,9,7,4,2588934528,1806163362,772025411,Blocked
17108,29195,UDP,333,Data,HTTP,IoC_Detected,92.54,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2022,8,31,3,2,1852131789,1118531173,0,Blocked
55545,30090,UDP,889,Control,FTP,None,40.88,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_A,None,None,Firewall,2023,5,27,9,5,3232640832,411467193,0,Blocked
47348,39662,TCP,786,Data,FTP,None,87.47,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_C,None,None,Firewall,2023,2,8,18,2,3300887078,2110289061,0,Blocked
52907,32589,ICMP,1219,Control,DNS,IoC_Detected,37.37,No_Alert,Malware,Known_Pattern_A,Medium,Segment_B,None,None,Server,2020,9,30,8,2,401179191,2101205551,0,Ignored
29592,11460,ICMP,821,Data,DNS,None,8.39,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_C,None,None,Firewall,2023,4,2,9,6,819246165,287850268,0,Blocked
56474,27042,TCP,387,Control,DNS,None,65.89,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2020,6,9,3,1,2730253137,1953664806,1096729590,Ignored
15351,63682,TCP,419,Control,HTTP,None,52.75,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_B,Log_Data,None,Server,2021,3,27,11,5,3350053527,1690884913,2557298700,Logged
19280,38703,UDP,189,Data,HTTP,IoC_Detected,77.12,No_Alert,DDoS,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Firewall,2020,5,24,20,6,184466666,853597939,0,Blocked
32038,53897,TCP,308,Data,HTTP,None,13.34,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,Log_Data,None,Firewall,2021,9,15,11,2,2642794363,1943821571,0,Blocked
13274,26620,UDP,640,Control,FTP,None,5.12,No_Alert,Malware,Known_Pattern_B,Medium,Segment_C,Log_Data,Alert_Data,Server,2021,6,14,22,0,2820188587,3303098954,2643091375,Logged
2981,34029,TCP,1198,Control,DNS,IoC_Detected,93.56,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_B,None,Alert_Data,Firewall,2023,9,5,13,1,887227729,2089988732,0,Ignored
6810,29728,ICMP,139,Control,FTP,IoC_Detected,26.83,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_A,Log_Data,None,Firewall,2023,7,23,0,6,287420648,483109530,2200470567,Blocked
61973,31814,ICMP,1390,Data,HTTP,IoC_Detected,94.12,No_Alert,DDoS,Known_Pattern_B,High,Segment_A,None,Alert_Data,Firewall,2020,6,8,12,0,3279431976,740554211,0,Ignored
34838,31669,ICMP,670,Data,DNS,IoC_Detected,53.56,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_A,Log_Data,None,Server,2023,7,9,13,6,3334608273,2200860336,0,Blocked
41161,27197,TCP,1034,Control,HTTP,IoC_Detected,80.78,No_Alert,DDoS,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Firewall,2022,6,1,22,2,576840807,439820359,535981274,Ignored
15998,43117,UDP,877,Data,HTTP,IoC_Detected,23.8,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Server,2023,9,1,23,4,644290212,2213885593,0,Ignored
32882,23645,UDP,542,Control,FTP,None,99.15,Alert_Triggered,Intrusion,Known_Pattern_B,Low,Segment_A,None,None,Server,2022,11,17,10,3,1591806901,2010189947,0,Ignored
64160,13893,UDP,1133,Control,FTP,IoC_Detected,0.23,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_C,None,None,Firewall,2022,4,13,6,2,2067979368,1029466568,201552467,Blocked
8869,59180,TCP,307,Data,HTTP,IoC_Detected,37.19,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2022,2,19,2,5,3099886513,415932524,0,Ignored
22216,5240,ICMP,515,Data,DNS,IoC_Detected,16.03,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_A,None,None,Server,2020,10,20,13,1,2283658705,2440043760,714623203,Blocked
53485,48921,TCP,208,Data,DNS,None,21.7,No_Alert,Malware,Known_Pattern_A,High,Segment_A,None,None,Firewall,2020,7,9,21,3,2853292157,1976784180,2188166982,Blocked
18582,20303,TCP,509,Control,HTTP,IoC_Detected,87.99,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Firewall,2020,9,5,23,5,723466895,402477821,0,Logged
64768,38905,TCP,709,Control,DNS,None,83.6,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,Log_Data,Alert_Data,Server,2023,3,15,5,2,2048900610,2642126796,0,Ignored
61445,9285,ICMP,1478,Data,FTP,None,56.09,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_C,None,Alert_Data,Server,2021,10,14,14,3,591830914,3011284902,0,Logged
7375,60610,ICMP,215,Data,DNS,None,34.31,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,None,None,Server,2023,3,4,20,5,3442227261,478245171,2651236327,Blocked
43797,42833,TCP,1161,Data,HTTP,None,37.77,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_B,Log_Data,None,Server,2020,10,22,16,3,128036213,3412440914,0,Ignored
38160,25232,UDP,917,Data,DNS,None,88.04,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_A,None,Alert_Data,Server,2022,5,17,1,1,604995592,1207004519,3347994705,Ignored
18334,7653,UDP,1398,Control,HTTP,None,31.16,No_Alert,Malware,Known_Pattern_B,Low,Segment_B,None,None,Server,2022,3,29,18,1,2049005768,3278314460,1549425583,Blocked
13986,18462,TCP,736,Data,DNS,None,74,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_A,None,None,Server,2022,10,8,12,5,1779427051,571678495,2857661291,Logged
40553,52174,TCP,1173,Control,DNS,None,28.53,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2023,4,11,7,1,1586617606,236346574,0,Logged
28210,35147,UDP,188,Control,FTP,IoC_Detected,51.91,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Firewall,2022,10,2,10,6,1136647761,1064191686,0,Logged
55654,24815,UDP,1456,Control,DNS,IoC_Detected,30.61,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,None,Alert_Data,Firewall,2021,6,29,4,1,1568511804,3665904640,0,Ignored
27156,2104,ICMP,1472,Control,DNS,None,73.95,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_A,None,None,Server,2021,5,2,7,6,1677018240,1438157045,0,Ignored
20454,31474,ICMP,186,Data,HTTP,None,61.05,No_Alert,Intrusion,Known_Pattern_B,High,Segment_A,Log_Data,None,Firewall,2020,4,19,3,6,3659216522,2736537822,937914900,Ignored
26682,36584,UDP,715,Control,HTTP,IoC_Detected,43.48,No_Alert,DDoS,Known_Pattern_A,High,Segment_A,None,Alert_Data,Firewall,2021,8,15,8,6,51359780,2566135432,0,Logged
45045,49713,ICMP,1428,Data,FTP,None,4.35,No_Alert,Malware,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Firewall,2022,4,14,2,3,1062924276,1493056738,0,Logged
21443,14508,ICMP,1281,Control,HTTP,None,73.11,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,None,Alert_Data,Server,2022,12,31,14,5,3096671594,2952121832,0,Logged
26887,60298,ICMP,1493,Data,FTP,IoC_Detected,18.57,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Server,2020,1,20,12,0,1126536975,800842988,2052738938,Blocked
42116,20326,ICMP,1338,Data,FTP,IoC_Detected,34.94,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Server,2020,4,4,21,5,2749414253,2696620388,3359547139,Blocked
27025,51019,ICMP,570,Data,DNS,None,34.75,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Server,2021,5,17,22,0,863488365,2304684687,0,Logged
20316,49926,TCP,499,Control,DNS,IoC_Detected,86.06,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,None,None,Firewall,2022,7,26,4,1,1508831268,3229946188,0,Ignored
51511,8736,TCP,221,Control,FTP,None,8.42,No_Alert,Intrusion,Known_Pattern_B,High,Segment_A,None,Alert_Data,Firewall,2021,6,18,9,4,281281427,3271872154,0,Blocked
34661,47890,TCP,138,Control,HTTP,None,72.5,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_B,Log_Data,Alert_Data,Firewall,2022,7,18,3,0,2780388604,2038216061,0,Logged
